"Date","Adobe","Amazon","AMD","Apple","CISCO","GE","Google","IBM","Intel","META","MSFT","NTFX","NVDIA","PLNTR","PayPal","Qual","SlsFrc","StarB","TESLA","Zoom"
2020-04-08,317.18,102.15,48.79,66.52,41.74,37.68,60.35,115.46,58.98,174.28,165.13,371.12,6.67,NA,105.06,73.33,151.12,71.57,36.59,117.81
2020-04-07,308.93,100.58,47.56,64.86,40.64,36.28,59.13,111.25,58.4,168.83,163.49,372.28,6.48,NA,100.28,72.73,145.07,68.71,36.36,113.75
2020-04-06,319.13,99.88,47.52,65.62,41.43,37.31,59.16,111.14,58.43,165.55,165.27,379.96,6.71,NA,101.67,70.95,147.55,67.79,34.42,122.94
2020-04-03,293.61,95.33,42.59,60.35,39.06,34.73,54.64,102.93,54.13,154.18,153.83,361.76,6.1,NA,92.39,65.23,134.31,63.05,32,128.2
2020-04-02,303.96,95.94,44.49,61.23,39.8,35.61,55.85,106.47,54.35,158.19,155.26,370.08,6.39,NA,93.52,68.02,134.32,65,30.3,121.93
2020-04-01,301.21,95.39,43.66,60.23,38.33,36.33,55.11,101.77,51.88,159.6,152.11,364.08,6.08,NA,91.38,65.9,134.06,62.62,32.1,137
2020-03-31,318.24,97.49,45.48,63.57,39.31,40.98,58.1,107.37,54.12,166.8,157.71,375.5,6.59,NA,95.74,67.65,143.98,65.74,34.93,146.12
2020-03-30,318.39,98.2,47.86,63.7,40.32,40.72,57.32,109.31,55.49,165.95,160.23,370.96,6.64,NA,97.03,69.03,149.85,67.86,33.48,150.88
2020-03-27,305.83,95.01,46.58,61.94,38.82,39.33,55.51,104.56,52.37,156.79,149.7,357.12,6.32,NA,93.48,66.59,146,66.34,34.29,151.7
2020-03-26,322.67,97.77,47.5,64.61,40.58,41.91,58.15,109.27,55.54,163.34,156.11,362.99,6.43,NA,100.63,68.98,154.73,69.9,35.21,141.15
2020-03-25,305.91,94.29,44.63,61.38,37.67,39.02,55.08,102.45,51.26,156.21,146.92,342.39,6.14,NA,95.71,63.08,147.06,65.81,35.95,138.11
2020-03-24,310,97.01,46.22,61.72,38.6,36.18,56.5,102.09,52.4,160.98,148.34,357.32,6.23,NA,97.29,65.46,153.64,64.88,33.67,135.18
2020-03-23,307.27,95.14,41.64,56.09,34.6,31.53,52.71,91.73,49.58,148.1,135.98,360.27,5.32,NA,85.26,62.53,140.52,56.55,28.95,159.56
2020-03-20,295.34,92.3,39.61,57.31,35.6,33.65,53.41,92.33,45.83,149.73,137.35,332.83,5.14,NA,86.68,60.91,139.35,58.03,28.5,130.55
2020-03-19,307.51,94.05,39.82,61.2,37.71,33.44,55.58,97.12,45.94,153.13,142.71,332.03,5.32,NA,93.69,65,139.46,61.41,28.51,123.77
2020-03-18,294.61,91.5,39.12,61.67,37.12,34.06,54.56,100.23,47.61,146.96,140.4,315.47,5.07,NA,91.46,61.19,132.24,56.33,24.08,118.71
2020-03-17,311.81,90.39,41.88,63.22,35.5,36.54,55.9,103.23,50.08,149.42,146.57,319.75,5.43,NA,97.87,68.86,135.42,58.98,28.68,111.1
2020-03-16,286.03,84.46,38.71,60.55,33.71,34.37,53.65,95.9,44.61,146.01,135.42,298.84,4.91,NA,92.72,64.48,124.3,58.59,29.67,107.86
2020-03-13,335.5,89.25,43.9,69.49,37.64,40.51,60.71,104.49,54.43,170.28,158.83,336.3,6.02,NA,110.15,75.81,147.78,69.92,36.44,107.47
2020-03-12,285,83.83,39.01,62.06,33.2,37.31,55.58,99.51,45.54,154.47,139.06,315.25,5.41,NA,96.96,67.02,140.59,62.1,37.37,109.47
2020-03-11,315.23,91.04,45.7,68.86,37.05,42.37,60.55,114.18,51.66,170.24,153.63,349.92,6.16,NA,103.9,74.62,154.57,68.3,42.28,110.3
2020-03-10,332.38,94.59,45.38,71.34,40.08,45.67,63.76,120.77,53.98,178.19,160.92,364.13,6.53,NA,109.74,78.89,161.34,74.87,43.02,108.49
2020-03-09,305.79,90.03,43.27,66.54,37.96,42.37,60.79,114.03,50.85,169.5,150.62,346.49,6.14,NA,101.63,72.64,151.21,70.83,40.53,113.75
2020-03-06,336.77,95.05,48.59,72.26,39.68,48.51,64.79,123.63,55.77,181.09,161.57,368.97,6.65,NA,110.89,77.47,164.08,75.34,46.9,114.32
2020-03-05,351.03,96.2,48.11,73.23,39.57,52.02,65.74,125.39,56.96,185.17,166.27,372.78,6.83,NA,112.18,79.17,169.6,76.19,48.3,125
2020-03-04,363.85,98.79,50.11,75.69,41.39,56.51,69.08,129.91,58.68,191.76,170.55,383.79,7.11,NA,115.3,81.8,175.69,79.67,49.97,116.8
2020-03-03,348.34,95.45,46.75,72.33,40.04,56.15,66.89,124.76,55.97,185.89,164.51,368.77,6.65,NA,109.76,78.56,169.37,78.6,49.7,117.47
2020-03-02,360.28,97.7,47.46,74.7,41.17,57.85,69.32,129.99,58.18,196.44,172.79,381.05,6.91,NA,112.86,80.56,176.76,82.38,49.57,113.11
2020-02-28,345.12,94.19,45.48,68.34,39.93,56.15,66.96,125.97,55.52,192.47,162.01,369.03,6.75,NA,107.99,78.3,170.4,78.43,44.53,105
2020-02-27,337.52,94.22,44.01,68.38,40.04,53.62,65.75,128.84,55.83,189.75,158.18,371.71,6.32,NA,107.84,75.94,172.15,78.29,45.27,113.55
2020-02-26,351.34,98.98,47.49,73.16,42.16,56.51,69.52,135.27,59.65,197.2,170.17,379.24,6.69,NA,109.11,79.66,178.87,80.67,51.92,106.88
2020-02-25,347.8,98.64,47.57,72.02,42.74,58.42,69.32,137.16,59.73,196.77,168.07,360.09,6.55,NA,109.66,80.22,181.27,82.19,53.33,107.08
2020-02-24,357.41,100.46,49.12,74.55,44,61.21,70.99,141.73,61.76,200.72,170.89,368.7,6.83,NA,116.44,83.32,185.94,84.52,55.59,105.01
2020-02-21,372.95,104.8,53.28,78.26,46.3,63.22,74.17,145.03,64.34,210.18,178.59,380.07,7.35,NA,119.49,87.03,189.5,87.36,60.07,101.76
2020-02-20,378.96,107.66,57.27,80.08,46.85,64.67,75.85,146.37,65.45,214.58,184.42,386,7.72,NA,122.43,89.47,193.36,88.6,59.96,105.29
2020-02-19,383.28,108.51,58.9,80.91,46.29,65.08,76.24,146.02,67.11,217.49,187.28,386.19,7.87,NA,123.91,90.56,192.87,90.14,61.16,103.93
2020-02-18,378.85,107.78,56.89,79.75,46.59,65.8,75.97,146.25,66.14,217.8,187.23,387.78,7.41,NA,122.27,88.03,191.09,89.23,57.23,96.39
2020-02-14,379.67,106.74,55.31,81.24,46.97,66.22,75.94,145.86,67.27,214.18,185.35,380.4,7.24,NA,122.99,89.6,189.95,89.28,53.34,90.95
2020-02-13,374.84,107.49,54.53,81.22,47.32,66.78,75.67,149.36,67.44,213.14,183.71,381.4,6.77,NA,120.51,90.03,188.64,89.93,53.6,89.86
2020-02-12,374.29,108,53.89,81.8,49.93,67.92,75.93,150.33,67.46,210.76,184.71,380.01,6.81,NA,118.56,91.72,189.46,88.57,51.15,88.28
2020-02-11,369.28,107.54,53.8,79.9,49.13,66.32,75.5,148.55,67.41,207.19,184.44,373.69,6.7,NA,118.84,90,189.11,87.51,51.63,88.68
2020-02-10,370,106.7,52.26,80.39,48.87,66.63,75.43,149.47,66.39,213.06,188.7,371.07,6.57,NA,120.06,88.6,189.12,87.53,51.42,89.67
2020-02-07,366.09,103.96,49.73,80.01,47.97,66.22,73.96,148.49,66.02,212.33,183.89,366.77,6.29,NA,118.88,87.42,185.72,86.42,49.87,88.64
2020-02-06,367.46,102.51,49.32,81.3,48.69,66.83,73.8,151.73,67.09,210.85,183.63,366.95,6.36,NA,119.89,90.61,186.73,86.15,49.93,87.26
2020-02-05,365.55,101.99,49.84,80.36,48.45,66.37,72.3,151.31,67.34,210.11,179.9,369.67,6.27,NA,119.72,90.91,185.49,87.56,48.98,86.99
2020-02-04,366.74,102.48,49.45,79.71,47.62,64.93,72.27,144.32,65.46,209.83,180.12,369.01,6.18,NA,120.08,88.93,188.34,88.38,59.14,85.79
2020-02-03,358,100.21,48.02,77.17,46.53,63.27,74.13,141.58,64.42,204.19,174.38,358,6.01,NA,116.51,86.48,185.42,86.01,52,87.66
2020-01-31,351.14,100.44,47,77.38,45.97,64.25,71.64,139.12,63.93,201.91,170.23,345.09,5.91,NA,113.89,85.31,182.31,84.83,43.37,76.3
2020-01-30,356.74,93.53,48.78,80.97,47.24,65.7,72.71,132.38,66.47,209.53,172.78,347.74,6.15,NA,117.12,87.78,185.67,85.84,42.72,74.54
2020-01-29,351.66,92.9,47.51,81.09,47.05,66.78,72.84,133.27,66.33,223.23,168.04,343.16,6.14,NA,116.66,88.23,181.77,86.72,38.73,73.58
2020-01-28,354.63,92.66,50.53,79.42,47.77,60.54,72.53,135.07,67.31,217.79,165.46,348.52,6.2,NA,116.52,89.15,182.85,88.6,37.79,71.51
2020-01-27,346.9,91.42,49.26,77.24,47.47,59.04,71.59,134.17,65.69,214.87,162.28,342.88,6.01,NA,115.24,87.05,180.71,88.73,37.2,70.44
2020-01-24,351.37,93.08,50.35,79.58,48.85,60.44,73.31,136.05,68.47,217.94,165.04,353.16,6.26,NA,116.98,89.65,182.11,92.03,37.65,73
2020-01-23,351.76,94.23,51.71,79.81,49,60.74,74.23,138.28,63.32,219.76,166.72,349.6,6.32,NA,117.89,92,183.98,93.75,38.15,74.47
2020-01-22,350.06,94.37,51.43,79.43,49.06,58.68,74.21,139.27,62.73,221.32,165.7,326,6.25,NA,115.5,92.97,182.75,92.53,37.97,75.61
2020-01-21,350,94.6,51.05,79.14,48.8,60.18,74.11,134.7,60.55,221.44,166.5,338.11,6.2,NA,116.15,94.54,185.27,92.53,36.48,76.73
2020-01-17,349.74,93.24,50.93,79.68,49.02,60.95,73.98,133.87,59.6,222.14,167.1,339.67,6.23,NA,116.04,95.91,182.23,93.62,34.03,75.56
2020-01-16,345.38,93.9,49.77,78.81,49.05,61.11,72.51,133.55,59.66,221.77,166.17,338.62,6.22,NA,115.4,91.79,182.69,92.58,34.23,76.11
2020-01-15,342.94,93.1,48.55,77.84,48.01,61.26,71.96,132.24,58.94,221.15,163.18,339.07,6.14,NA,114.85,89.67,181.06,91.54,34.57,76.94
2020-01-14,344.63,93.47,48.21,78.17,47.79,62.09,71.53,131.46,59.43,219.06,162.13,338.69,6.18,NA,114.64,90.56,182.12,90.99,35.86,73.16
2020-01-13,345.63,94.57,48.75,79.24,47.97,62.55,72,132.22,59.59,221.91,163.28,338.92,6.3,NA,115.28,90.97,183.85,91.08,34.99,74.03
2020-01-10,339.81,94.16,48.17,77.58,47.13,60.23,71.45,132.3,58.94,218.06,161.34,329.05,6.11,NA,112.93,90.26,180.2,90.16,31.88,73.09
2020-01-09,340.45,95.05,48.97,77.41,47.32,61.47,70.99,132.35,59.3,218.3,162.09,335.66,6.08,NA,112.57,89.91,179.6,90.53,32.09,72.62
2020-01-08,337.87,94.6,47.83,75.8,47.52,61.62,70.25,130.97,58.97,215.22,160.09,339.26,6.01,NA,111.82,88.71,177.33,88.88,32.81,72.55
2020-01-07,333.39,95.34,48.25,74.6,47.49,62.19,69.76,129.88,58.93,213.06,157.58,330.75,6,NA,109.67,88.97,176,87.86,31.27,71.9
2020-01-06,333.71,95.14,48.39,74.95,47.8,62.65,69.89,129.8,59.93,212.6,159.03,335.83,5.93,NA,110.17,86.51,173.45,88.13,30.1,70.32
2020-01-03,331.81,93.75,48.6,74.36,47.63,61.78,68.08,130.03,60.1,208.67,158.62,325.9,5.9,NA,108.76,87.02,166.17,88.83,29.53,67.28
2020-01-02,334.43,94.9,49.1,75.09,48.42,61.57,68.43,131.07,60.84,209.78,160.62,329.81,6,NA,110.75,88.69,166.99,89.35,28.68,68.72
2019-12-31,329.81,92.39,45.86,73.41,47.96,57.6,66.97,129.74,59.85,205.25,157.7,323.57,5.88,NA,108.17,88.23,162.64,87.92,27.89,68.04
2019-12-30,328.34,92.34,45.52,72.88,47.59,57.18,66.99,128.55,59.62,204.41,157.59,323.31,5.81,NA,107.97,88.43,162.44,87.44,27.65,66.79
2019-12-27,330.79,93.49,46.18,72.45,47.77,57.7,67.73,130.93,60.08,208.1,158.96,329.09,5.92,NA,109.4,88.8,164.98,88.13,28.69,66.64
2019-12-26,331.2,93.44,46.63,72.48,47.85,57.96,68.12,130.58,59.82,207.79,158.67,332.63,5.98,NA,109.75,88.4,164.51,88.08,28.73,67.45
2019-12-24,329.64,89.46,46.54,71.07,47.78,57.75,67.22,130.65,59.41,205.12,157.38,333.2,5.97,NA,108.69,88.77,163.25,88.52,28.35,66.46
2019-12-23,328.95,89.65,45.46,71,48.1,57.6,67.53,131.2,59.23,206.18,157.41,333.1,5.97,NA,108.61,88.45,163.74,88.23,27.95,66.15
2019-12-20,327.61,89.33,44.15,69.86,47.45,56.93,67.56,131.24,58.95,206.3,157.41,336.9,5.98,NA,108.75,88.85,164.55,88.46,27.04,66.93
2019-12-19,327.63,89.61,42.83,70.01,47.88,56.98,67.82,130.24,57.96,206.06,155.71,332.22,5.89,NA,108.88,88.49,163.33,88.52,26.94,68.18
2019-12-18,324.38,89.2,42.3,69.94,46.64,56.56,67.6,130.1,57.17,202.5,154.37,320.8,5.74,NA,107.83,87.98,161.48,87.99,26.21,67.6
2019-12-17,322.85,89.53,42.77,70.1,46.44,57.29,67.74,129.91,57.3,198.39,154.69,315.48,5.71,NA,108.46,88.32,161.63,88.13,25.27,66.17
2019-12-16,323.8,88.46,42.35,69.97,45.98,57.65,68.04,129.83,57.7,197.92,155.53,304.21,5.63,NA,109.57,88.43,161.96,88.78,25.43,66.35
2019-12-13,317.94,88.05,41.15,68.79,45.3,58.53,67.34,129.9,57.79,194.11,154.53,298.5,5.6,NA,107.65,87.83,161.13,88.67,23.89,63.54
2019-12-12,305.96,88.02,42.59,67.87,45.67,59.04,67.42,130.98,57.55,196.75,153.24,298.44,5.6,NA,105.67,89.05,158.59,88.21,23.98,62.49
2019-12-11,303.74,87.44,39.47,67.69,44.28,56.62,67.21,129.47,57.07,202.26,151.7,298.93,5.43,NA,105.51,86.99,156.39,86.59,23.51,63.52
2019-12-10,304.17,86.96,39.44,67.12,44.1,56.82,67.14,129.61,56.59,200.87,151.13,293.12,5.35,NA,103.62,84.12,156.4,86.04,23.26,64.57
2019-12-09,307.05,87.48,38.93,66.73,43.9,56.72,67.15,129.62,56.53,201.34,151.36,302.5,5.3,NA,103.78,84.92,157.48,86.28,22.64,65.94
2019-12-06,306.23,87.58,39.63,67.68,43.84,57.29,66.97,128.94,56.81,201.05,151.75,307.35,5.3,NA,104.34,83.82,158.01,86.32,22.39,62.74
2019-12-05,303.03,87.02,39.62,66.4,43.52,55.69,66.35,127.68,56.08,199.36,149.93,302.86,5.22,NA,104.59,82.59,158.22,84.45,22.02,69.67
2019-12-04,302.51,88.03,39.69,65.44,43.89,56.25,65.95,127.75,56.02,198.71,149.85,304.32,5.24,NA,105,82.08,156.43,85.4,22.2,69.96
2019-12-03,303.91,88.5,38.9,64.86,44.28,56.72,64.74,127.88,56.07,198.82,149.31,306.16,5.19,NA,105.59,80.58,161.57,84.82,22.41,70.02
2019-12-02,302.75,89.08,38.73,66.04,44.7,57.6,64.44,128.64,57.66,199.7,149.55,309.99,5.23,NA,106.21,82.45,161,84.57,22.32,68.93
2019-11-29,309.53,90.04,39.15,66.81,45.31,58.16,65.2,130.14,58.05,201.64,151.38,314.66,5.42,NA,108.01,83.55,162.89,85.43,22,74.5
2019-11-27,309.06,90.93,39.41,66.96,45.24,58.27,65.61,129.48,58.51,202,152.32,315.93,5.46,NA,107.75,84.8,161.51,85.77,22.09,74.08
2019-11-26,307.9,89.85,38.99,66.07,45.31,58.58,65.65,130.75,58.9,198.97,152.03,312.49,5.43,NA,106.2,84.63,162.54,84.56,21.93,75.16
2019-11-25,305.28,88.69,39.79,66.59,45.45,59.76,65.28,131.61,58.81,199.79,151.23,315.55,5.53,NA,104.45,85.29,161.71,83.75,22.42,74.55
2019-11-22,299.3,87.29,39.15,65.45,44.85,59.61,64.68,130.03,57.61,198.82,149.59,310.48,5.27,NA,101.77,84.89,162.81,83.02,22.2,73.16
2019-11-21,298.8,86.74,39.52,65.5,44.84,59.51,65.01,129.54,58.22,197.93,149.48,311.69,5.25,NA,102.55,85.11,162.88,82.3,23.66,69.92
2019-11-20,300.1,87.28,40.98,65.8,45.08,58.78,65.09,128.93,57.9,197.51,149.62,305.16,5.28,NA,104.09,85.62,164.2,83.6,23.48,70.99
2019-11-19,300.6,87.64,41.29,66.57,45.47,59.35,65.63,130.2,58.35,199.32,150.39,302.6,5.2,NA,104.95,87.96,163.96,83.66,23.97,69.64
2019-11-18,297.16,87.63,39.88,66.78,45.15,59.04,65.99,130,58.25,197.4,150.34,302.57,5.31,NA,103.66,90.48,162.77,84.02,23.33,70.08
2019-11-15,297.5,86.97,38.56,66.44,45.09,59.45,66.68,130.09,57.96,195.1,149.97,295.03,5.1,NA,104.2,90.81,163.21,84.21,23.48,70.01
2019-11-14,294.53,87.73,38.35,65.66,44.91,58.27,65.46,129.7,57.81,193.15,148.06,289.62,5.24,NA,103.73,90.48,163.05,84.38,23.29,67.74
2019-11-13,293.54,87.66,37.52,66.12,48.46,58.27,64.81,130.16,57.89,193.19,147.31,283.11,5.21,NA,102.12,90.47,162.6,83.94,23.07,68.01
2019-11-12,291.72,88.9,36.71,65.49,48.37,58.94,64.86,131.24,58.2,194.47,147.07,292.01,5.24,NA,102.03,90.97,162.86,83.32,23.33,68
2019-11-11,290.27,88.58,36.31,65.55,48.1,58.58,64.91,131.12,58.35,189.61,146.11,294.18,5.2,NA,102.67,91.84,161.78,82.43,23.01,68.39
2019-11-08,292.46,89.29,36.29,65.04,48.83,59.45,65.45,133.19,58.27,190.84,145.96,291.57,5.19,NA,101.42,94.03,161.11,81.77,22.48,69.85
2019-11-07,290.77,89.41,36.28,64.86,48.42,58.27,65.35,133.27,58.05,190.42,144.26,289.57,5.21,NA,100.47,89.98,159.5,81.95,22.37,66.81
2019-11-06,287.4,89.79,35.93,64.31,48.27,56.87,64.55,134.33,57.6,191.55,144.06,288.59,5.19,NA,100.63,84.63,158.93,82.99,21.77,66.83
2019-11-05,289.29,90.09,36.15,64.28,47.76,56.62,64.57,133.46,57.55,194.32,144.46,288.03,5.24,NA,100.99,85.46,158.15,81.89,21.15,66.89
2019-11-04,277.5,90.23,36.29,64.38,47.48,56.41,64.48,133.25,57.61,194.72,144.55,292.86,5.26,NA,102.81,85.09,157.6,82.37,21.16,70.12
2019-11-01,277.82,89.57,34.89,63.96,47.03,53.57,63.61,131.18,56.51,193.62,143.72,286.81,5.06,NA,104.98,83.58,159.74,83.21,20.89,70.39
2019-10-31,277.93,88.83,33.93,62.19,47.51,51.51,62.94,129.44,56.53,191.65,143.37,287.41,5.03,NA,104.1,80.44,156.49,84.56,20.99,69.89
2019-10-30,278.41,89,33.13,60.82,47.56,52.18,63.04,130.91,56.6,188.25,144.61,291.45,5.08,NA,106.5,81.44,158.28,84.19,21,70
2019-10-29,271.45,88.14,33.03,60.82,47.24,46.81,63.03,129.53,56.34,189.31,142.83,281.21,5.07,NA,105,81.66,155.09,84.13,21.08,65.49
2019-10-28,271.35,88.85,33.69,62.26,47.17,46.81,64.45,131.61,56.76,189.4,144.19,281.86,5.17,NA,106.6,83.05,154.79,83.6,21.85,66.56
2019-10-25,270.98,88.07,32.71,61.65,46.9,46.45,63.22,131.09,56.46,187.89,140.73,276.82,5.11,NA,107.19,80.17,150.49,83.38,21.88,63.45
2019-10-24,269.7,89.04,31.72,60.9,46.41,46.19,62.96,129.77,52.23,186.38,139.94,271.5,4.92,NA,104.91,78.99,148.12,83.18,19.98,64.52
2019-10-23,261.32,88.11,31.36,60.8,47.05,47.17,62.88,130.07,51.72,186.15,137.24,271.27,4.88,NA,96.64,77.24,145.13,82.74,16.98,62.06
2019-10-22,261.09,88.29,31.51,59.99,47.55,46.76,62.06,129.66,52.01,182.34,136.37,266.69,4.89,NA,97.36,78.47,142.33,83.46,17.04,62
2019-10-21,266.84,89.28,32.03,60.13,47.39,45.36,62.21,128.33,52.13,189.76,138.43,278.05,4.9,NA,101.44,78.98,144.55,85.35,16.9,65.77
2019-10-18,265.52,87.88,30.97,59.1,46.71,46.24,62.22,129.79,51.36,185.85,137.41,275.3,4.76,NA,101.22,77.68,144.09,86.03,17.13,66.08
2019-10-17,269.24,89.37,31.14,58.82,47.03,46.66,62.64,129.95,51.86,190.39,139.69,293.35,4.86,NA,103.63,78.97,146.17,86.29,17.46,67.03
2019-10-16,272.7,88.87,30.81,58.59,46.79,45.93,62.15,137.55,52.45,189.55,140.41,286.28,4.86,NA,103.09,78.23,146.97,86.71,17.32,67.69
2019-10-15,279.39,88.37,30.72,58.83,46.36,45.88,62.11,138.41,52.65,188.89,141.58,284.25,4.91,NA,103.59,77.82,152.74,86.45,17.19,71.11
2019-10-14,277.78,86.82,30.53,58.97,46.05,45,60.89,137.48,51.64,183.28,139.55,285.53,4.66,NA,101.75,76.3,149.37,86.62,17.13,70.8
2019-10-11,278.29,86.6,29.75,59.05,46.56,45.42,60.79,138.18,52.09,184.19,139.68,282.93,4.65,NA,101.58,76.7,149.37,86.36,16.53,71.35
2019-10-10,274.98,86.01,28.38,57.52,46.15,43.61,60.47,136.6,51.11,180.03,139.1,280.48,4.58,NA,100.54,74.97,146.41,85.96,16.32,71.01
2019-10-09,274.27,86.1,28.46,56.76,46.84,43.09,60.12,135.19,50.48,179.85,138.24,267.53,4.52,NA,99.89,74.35,147.05,85.85,16.3,72.86
2019-10-08,270.83,85.28,28.23,56.1,46.39,42.73,59.51,133.94,49.73,177.75,135.67,270.72,4.43,NA,99.33,72.85,145.91,84.91,16,73.59
2019-10-07,276.9,86.63,28.93,56.77,47.77,44.18,60.41,136.75,50.62,179.68,137.12,274.46,4.61,NA,101.62,76.34,148.8,85.85,15.85,76.99
2019-10-04,276.96,86.98,29.01,56.75,47.52,44.23,60.55,138.4,50.92,180.45,138.12,272.79,4.55,NA,102.79,77.49,148.03,85.92,15.43,76.53
2019-10-03,272.4,86.22,28.68,55.21,47.06,44.95,59.47,137.46,50.03,179.38,136.28,268.15,4.53,NA,101.03,75.73,147,84.67,15.54,76.83
2019-10-02,266.66,85.66,28.31,54.74,46.56,43.92,58.9,137.14,49.39,174.6,134.65,268.03,4.33,NA,99.73,73.99,144.22,84.32,16.21,73.85
2019-10-01,272.71,86.78,28.76,56.15,47.74,44.44,60.3,139.05,50.76,175.81,137.07,269.58,4.35,NA,102.53,75.47,147.69,86.51,16.31,75.81
2019-09-30,276.25,86.8,28.99,55.99,49.41,46.14,61.06,140.75,51.53,178.08,139.03,267.62,4.35,NA,103.59,76.28,148.44,88.42,16.06,76.2
2019-09-27,277.54,86.27,28.72,54.71,48.84,46.66,61.3,138.64,50.78,177.1,137.73,263.08,4.29,NA,102.2,76.63,148.26,88.37,16.14,76.04
2019-09-26,283.81,86.99,29.47,54.97,48.83,46.55,62.11,138.94,50.92,180.11,139.54,263.31,4.43,NA,104.55,77.35,152.34,89.8,16.17,79.75
2019-09-25,277.43,88.42,29.54,55.26,49.61,47.27,62.3,138.57,51.02,182.8,139.36,264.75,4.46,NA,104.14,77.26,152.99,90.35,15.25,79.6
2019-09-24,272.47,87.08,29.52,54.42,49.12,46.29,60.92,137.13,49.82,181.28,137.38,254.59,4.31,NA,103.69,75.23,152.05,89.92,14.88,80.02
2019-09-23,277.44,89.27,30.64,54.68,49.42,48.2,61.73,137.51,50.9,186.82,139.14,265.92,4.37,NA,105.11,77.24,154.65,90.81,16.08,82.62
2019-09-20,277.91,89.71,30.05,54.43,49.6,48.36,61.49,137.33,50.72,189.93,139.44,270.75,4.32,NA,104.64,76.44,155.2,90.07,16.04,82.63
2019-09-19,281.26,91.08,30.29,55.24,49.19,48.62,61.94,138.38,51.57,190.14,141.07,286.6,4.42,NA,106.12,78.23,153.6,91.56,16.44,84.62
2019-09-18,279.72,90.87,30.42,55.69,49.34,48.41,61.63,137.66,51.74,188.14,138.52,291.56,4.5,NA,105.6,78.9,152.77,90.96,16.23,84.55
2019-09-17,284.69,91.13,30.99,55.18,49.41,48.31,61.49,137.64,51.95,188.08,137.39,298.6,4.53,NA,107.5,78.69,152.82,90.75,16.32,84.64
2019-09-16,282.93,90.39,30.83,54.98,49.96,48.41,61.58,137.91,52.2,186.22,136.33,294.29,4.51,NA,106.52,78.04,153.01,89.42,16.19,80.67
2019-09-13,278.35,91.97,30.69,54.69,50.03,48.2,62,139.06,52.54,187.19,137.32,294.15,4.55,NA,107,78.41,152.98,90.48,16.35,78.85
2019-09-12,278.02,92.18,30.21,55.77,49.93,47.79,61.75,139.01,53.01,187.47,137.52,288.86,4.61,NA,107.1,79.08,154.75,92.06,16.39,81.53
2019-09-11,277.78,91.15,29.76,55.9,50.03,48.31,61,138.99,52.79,188.49,136.12,288.27,4.61,NA,104.02,79.9,154.09,90.98,16.47,80.71
2019-09-10,276.14,91.03,30.23,54.18,49.21,47.17,60.29,140.39,51.82,186.17,136.08,287.99,4.58,NA,103.05,78.71,149.65,90.35,15.7,80.35
2019-09-09,279.3,91.57,30.5,53.54,48.58,46.24,60.26,138.02,51.59,188.76,137.52,294.34,4.51,NA,105.43,78.21,149.54,94.16,15.45,78.65
2019-09-06,284.94,91.68,30.56,53.32,48.84,44.95,60.32,136.06,50.92,187.49,139.1,290.17,4.47,NA,110.05,78.84,151.07,95.74,15.16,85.41
2019-09-05,287.75,92.04,31.5,53.32,48.42,45.47,60.61,136.45,50.1,190.9,140.05,293.25,4.49,NA,111.46,78.99,153.77,95.56,15.31,92.69
2019-09-04,284.6,90.03,30.95,52.3,47.32,45.42,59.11,131.95,48.92,187.14,137.63,291.52,4.22,NA,108.73,77.09,152.46,96.11,14.71,93.53
2019-09-03,282.45,89.49,30.9,51.43,46.5,42.99,58.48,129.8,46.98,182.39,136.04,289.29,4.1,NA,106.75,75.12,152.73,96.77,15,92.46
2019-08-30,284.51,88.81,31.45,52.19,46.81,42.58,59.53,131.18,47.41,185.67,137.86,293.75,4.19,NA,109.05,77.77,156.07,96.56,15.04,91.67
2019-08-29,286.63,89.32,31.45,52.25,47.27,41.86,59.71,130.55,46.87,185.57,138.12,296.78,4.18,NA,109.21,76.45,155.93,97.7,14.78,90.87
2019-08-28,282.13,88.21,30.78,51.38,46.87,40.98,58.69,128.5,45.79,181.76,135.56,291.77,4.03,NA,107.47,74.35,151.83,97.07,14.37,90.16
2019-08-27,289.45,88.09,30.2,51.04,46.79,40.93,58.54,126.96,45.79,181.3,135.74,291.03,4.05,NA,107.45,73.97,153.57,96.09,14.27,91.73
2019-08-26,288.74,88.44,30.28,51.62,47.1,41.55,58.56,125.82,45.56,180.36,135.45,294.98,4.14,NA,107.66,72.91,155.14,96.5,14.33,91.76
2019-08-23,282.44,87.48,29.54,50.66,46.61,41.13,57.68,125.41,44.96,177.75,133.39,291.44,4.06,NA,106.04,73.52,151.57,94.7,14.09,91.63
2019-08-22,287.69,90.28,31.9,53.12,48.18,42.27,59.58,130.01,46.78,182.04,137.78,296.93,4.29,NA,108.77,77.15,148.24,96.49,14.81,93.87
2019-08-21,291.53,91.18,31.7,53.16,48.77,42.11,59.58,129.94,47.15,183.55,138.79,297.81,4.28,NA,109.82,76.7,147.38,96.32,14.72,93.01
2019-08-20,285.71,90.07,30.72,52.59,47.93,43.25,59.18,128.73,46.6,183.81,137.26,298.99,4.2,NA,107.37,76.07,145.54,95.63,15.06,91.41
2019-08-19,287.97,90.81,31.48,52.59,48.5,44.75,60.02,130.71,47.23,186.17,138.41,309.38,4.27,NA,107.67,74.87,143.67,96.66,15.12,93.17
